lint	rust_path	line	message	classification	eden_symbol_occurrences	eden_counterparts	note
dead_code	src/input_common/src/helpers/joycon_protocol/irs.rs	17	multiple fields are never read	PORT_DEBT_OR_RENAMED		input_common/helpers/joycon_protocol/irs.cpp;input_common/helpers/joycon_protocol/irs.h	Counterpart exists, but direct normalized symbol matching did not prove a live Eden use; manual ownership review retained.
dead_code	src/input_common/src/helpers/stick_from_buttons.rs	56	field `updater` is never read	CONFIRMED_PARITY_DEBT	updater:8	input_common/helpers/stick_from_buttons.cpp;input_common/helpers/stick_from_buttons.h	Matching symbol is used by the corresponding Eden file but unconsumed in Ruzu.
dead_code	src/input_common/src/main_common.rs	143	method `register_input` is never used	CONFIRMED_DEAD_DUPLICATE	RegisterInput:2	input_common/main.cpp	The active Rust mapping_callback calls MappingFactory directly; this unused method duplicates Eden Impl::RegisterInput instead of owning the callback path.
unused_assignments	src/rdynarmic/src/bin/a32_diff.rs	516	value assigned to `cpsr_diverged` is never read	BACKEND_PORT_DEBT_OR_FALLBACK	cpsr_diverged:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_imports	src/network/src/announce_multiplayer_session.rs	18	unused import: `self`	RUST_HYGIENE	self:0	network/announce_multiplayer_session.cpp;network/announce_multiplayer_session.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/network/src/announce_multiplayer_session.rs	22	unused imports: `NETWORK_VERSION`, `RoomState`, and `Room`	RUST_HYGIENE	NETWORK_VERSION:1,RoomState:0,Room:29	network/announce_multiplayer_session.cpp;network/announce_multiplayer_session.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/network/src/room_member.rs	21	unused import: `NO_PREFERRED_IP`	RUST_HYGIENE	NO_PREFERRED_IP:3	network/room_member.cpp;network/room_member.h	No behavioral Eden counterpart; mechanical Rust cleanup.
dead_code	src/network/src/announce_multiplayer_session.rs	29	constant `ANNOUNCE_TIME_INTERVAL` is never used	PORT_DEBT_OR_RENAMED	ANNOUNCE_TIME_INTERVAL:0	network/announce_multiplayer_session.cpp;network/announce_multiplayer_session.h	Counterpart exists, but direct normalized symbol matching did not prove a live Eden use; manual ownership review retained.
unused_imports	src/dedicated_room/src/main.rs	12	unused import: `std::path::Path`	RUST_HYGIENE	std::path::Path:0		No behavioral Eden counterpart; mechanical Rust cleanup.
unused_assignments	src/dedicated_room/src/main.rs	463	value assigned to `token` is never read	CONFIRMED_PARITY_DEBT	token:many	dedicated_room/yuzu_room.cpp	Eden stores the decoded token in Settings for AnnounceMultiplayerSession; Ruzu computes it but does not publish it, so public-room authentication state is incomplete.
unused_imports	src/core/src/core.rs	21	unused import: `KThread`	RUST_HYGIENE	KThread:0	core/core.cpp;core/core.h;core/core_timing.cpp;core/core_timing.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/core.rs	2754	unused import: `KProcess as OpaqueKProcess`	RUST_HYGIENE	KProcess as OpaqueKProcess:0	core/core.cpp;core/core.h;core/core_timing.cpp;core/core_timing.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/arm/debug.rs	8	unused import: `crate::arm::symbols`	RUST_HYGIENE	crate::arm::symbols:0	core/arm/debug.cpp;core/arm/debug.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/memory/cheat_engine.rs	8	unused import: `CheatDefinition`	RUST_HYGIENE	CheatDefinition:2	core/memory/cheat_engine.cpp;core/memory/cheat_engine.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_page_table_base.rs	30	unused import: `crate::hle::result::ResultCode`	RUST_HYGIENE	crate::hle::result::ResultCode:0	core/hle/kernel/k_page_table_base.cpp;core/hle/kernel/k_page_table_base.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_page_table_manager.rs	25	unused import: `PageTablePage`	RUST_HYGIENE	PageTablePage:2	core/hle/kernel/k_page_table_manager.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_types.rs	7	unused import: `crate::hle::kernel::svc_common::Handle`	RUST_HYGIENE	crate::hle::kernel::svc_common::Handle:0		No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_activity.rs	7	unused import: `super::super::k_process::ProcessLock`	RUST_HYGIENE	super::super::k_process::ProcessLock:0	core/hle/kernel/svc/svc_activity.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_activity.rs	12	unused import: `RESULT_SUCCESS`	RUST_HYGIENE	RESULT_SUCCESS:1	core/hle/kernel/svc/svc_activity.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_address_arbiter.rs	16	unused import: `RESULT_SUCCESS`	RUST_HYGIENE	RESULT_SUCCESS:0	core/hle/kernel/svc/svc_address_arbiter.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_debug_string.rs	8	unused import: `crate::hle::kernel::svc::svc_results::*`	RUST_HYGIENE	crate::hle::kernel::svc::svc_results::*:0	core/hle/kernel/svc/svc_debug_string.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_event.rs	9	unused import: `super::super::k_process::ProcessLock`	RUST_HYGIENE	super::super::k_process::ProcessLock:0	core/hle/kernel/svc/svc_event.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_exception.rs	8	unused import: `crate::hle::kernel::svc::svc_results::*`	RUST_HYGIENE	crate::hle::kernel::svc::svc_results::*:0	core/hle/kernel/svc/svc_exception.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_exception.rs	9	unused import: `crate::hle::kernel::svc::svc_types::*`	RUST_HYGIENE	crate::hle::kernel::svc::svc_types::*:0	core/hle/kernel/svc/svc_exception.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_light_ipc.rs	20	unused import: `RESULT_SUCCESS`	RUST_HYGIENE	RESULT_SUCCESS:0	core/hle/kernel/svc/svc_light_ipc.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_port.rs	14	unused import: `super::super::k_process::ProcessLock`	RUST_HYGIENE	super::super::k_process::ProcessLock:0	core/hle/kernel/svc/svc_port.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_process_memory.rs	8	unused import: `crate::hle::kernel::k_process::ProcessLock`	RUST_HYGIENE	crate::hle::kernel::k_process::ProcessLock:0	core/hle/kernel/svc/svc_process_memory.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_process_memory.rs	12	unused import: `RESULT_SUCCESS`	RUST_HYGIENE	RESULT_SUCCESS:0	core/hle/kernel/svc/svc_process_memory.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_shared_memory.rs	12	unused import: `RESULT_SUCCESS`	RUST_HYGIENE	RESULT_SUCCESS:0	core/hle/kernel/svc/svc_shared_memory.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_synchronization.rs	8	unused import: `super::super::k_process::ProcessLock`	RUST_HYGIENE	super::super::k_process::ProcessLock:0	core/hle/kernel/svc/svc_synchronization.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_thread.rs	7	unused import: `Mutex`	RUST_HYGIENE	Mutex:0	core/hle/kernel/svc/svc_thread.cpp;core/hle/kernel/svc/svc_thread_profiler.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/svc/svc_thread.rs	9	unused import: `super::super::k_process::ProcessLock`	RUST_HYGIENE	super::super::k_process::ProcessLock:0	core/hle/kernel/svc/svc_thread.cpp;core/hle/kernel/svc/svc_thread_profiler.cpp	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_client_port.rs	17	unused import: `super::k_process::ProcessLock`	RUST_HYGIENE	super::k_process::ProcessLock:0	core/hle/kernel/k_client_port.cpp;core/hle/kernel/k_client_port.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_event.rs	11	unused import: `super::k_scheduler::KScheduler`	RUST_HYGIENE	super::k_scheduler::KScheduler:0	core/hle/kernel/k_event.cpp;core/hle/kernel/k_event.h;core/hle/kernel/k_event_info.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_process_page_table.rs	12	unused import: `PAGE_SIZE`	RUST_HYGIENE	PAGE_SIZE:0	core/hle/kernel/k_process_page_table.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_scheduler.rs	14	unused import: `super::k_process::KProcess`	RUST_HYGIENE	super::k_process::KProcess:0	core/hle/kernel/k_scheduler.cpp;core/hle/kernel/k_scheduler.h;core/hle/kernel/k_scheduler_lock.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_scheduler.rs	16	unused import: `super::k_thread::KThread`	RUST_HYGIENE	super::k_thread::KThread:0	core/hle/kernel/k_scheduler.cpp;core/hle/kernel/k_scheduler.h;core/hle/kernel/k_scheduler_lock.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_session_request.rs	7	unused import: `Mutex`	RUST_HYGIENE	Mutex:0	core/hle/kernel/k_session_request.cpp;core/hle/kernel/k_session_request.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_thread_queue.rs	7	unused import: `Mutex`	RUST_HYGIENE	Mutex:0	core/hle/kernel/k_thread_queue.cpp;core/hle/kernel/k_thread_queue.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/board/k_system_control.rs	11	unused import: `crate::hle::result::ResultCode`	RUST_HYGIENE	crate::hle::result::ResultCode:0		No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_condition_variable.rs	15	unused import: `Mutex`	RUST_HYGIENE	Mutex:0	core/hle/kernel/k_condition_variable.cpp;core/hle/kernel/k_condition_variable.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/kernel/k_transfer_memory.rs	18	unused import: `Mutex`	RUST_HYGIENE	Mutex:0	core/hle/kernel/k_transfer_memory.cpp;core/hle/kernel/k_transfer_memory.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/hle_ipc.rs	66	unused import: `crate::hle::kernel::k_process::ProcessLock`	RUST_HYGIENE	crate::hle::kernel::k_process::ProcessLock:0	core/hle/service/hle_ipc.cpp;core/hle/service/hle_ipc.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/ipc_helpers.rs	14	unused import: `crate::hle::kernel::k_process::ProcessLock`	RUST_HYGIENE	crate::hle::kernel::k_process::ProcessLock:0	core/hle/service/ipc_helpers.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/ipc_helpers.rs	15	unused import: `RESULT_SUCCESS`	RUST_HYGIENE	RESULT_SUCCESS:0	core/hle/service/ipc_helpers.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/server_manager.rs	26	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/server_manager.cpp;core/hle/service/server_manager.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/service.rs	18	unused import: `std::sync::Mutex`	RUST_HYGIENE	std::sync::Mutex:0	core/hle/service/service.cpp;core/hle/service/service.h;core/hle/service/services.cpp;core/hle/service/services.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/services.rs	26	unused import: `SessionRequestHandlerPtr`	RUST_HYGIENE	SessionRequestHandlerPtr:0	core/hle/service/services.cpp;core/hle/service/services.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/sm/sm.rs	23	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/sm/sm.cpp;core/hle/service/sm/sm.h;core/hle/service/sm/sm_controller.cpp;core/hle/service/sm/sm_controller.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/applet_manager.rs	15	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/am/applet_manager.cpp;core/hle/service/am/applet_manager.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/process_holder.rs	9	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/am/process_holder.cpp;core/hle/service/am/process_holder.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/service/all_system_applet_proxies_service.rs	11	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/am/service/all_system_applet_proxies_service.cpp;core/hle/service/am/service/all_system_applet_proxies_service.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/service/application_creator.rs	8	unused import: `Arc`	RUST_HYGIENE	Arc:0	core/hle/service/am/service/application_creator.cpp;core/hle/service/am/service/application_creator.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/service/application_functions.rs	8	unused import: `WindowOriginMode`	RUST_HYGIENE	WindowOriginMode:4	core/hle/service/am/service/application_functions.cpp;core/hle/service/am/service/application_functions.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/service/application_proxy.rs	11	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/am/service/application_proxy.cpp;core/hle/service/am/service/application_proxy.h;core/hle/service/am/service/application_proxy_service.cpp;core/hle/service/am/service/application_proxy_service.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/service/application_proxy_service.rs	11	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/am/service/application_proxy_service.cpp;core/hle/service/am/service/application_proxy_service.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/service/library_applet_proxy.rs	11	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/am/service/library_applet_proxy.cpp;core/hle/service/am/service/library_applet_proxy.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/service/lock_accessor.rs	11	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/am/service/lock_accessor.cpp;core/hle/service/am/service/lock_accessor.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/service/self_controller.rs	11	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/am/service/self_controller.cpp;core/hle/service/am/service/self_controller.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/am/service/system_applet_proxy.rs	11	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/am/service/system_applet_proxy.cpp;core/hle/service/am/service/system_applet_proxy.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/audio/audio_in.rs	10	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/audio/audio_in.cpp;core/hle/service/audio/audio_in.h;core/hle/service/audio/audio_in_manager.cpp;core/hle/service/audio/audio_in_manager.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/audio/audio_out.rs	10	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/audio/audio_out.cpp;core/hle/service/audio/audio_out.h;core/hle/service/audio/audio_out_manager.cpp;core/hle/service/audio/audio_out_manager.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/audio/audio_renderer.rs	10	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/audio/audio_renderer.cpp;core/hle/service/audio/audio_renderer.h;core/hle/service/audio/audio_renderer_manager.cpp;core/hle/service/audio/audio_renderer_manager.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/bcat/delivery_cache_storage_service.rs	13	unused import: `crate::file_sys::vfs::vfs::VfsDirectory`	RUST_HYGIENE	crate::file_sys::vfs::vfs::VfsDirectory:0	core/hle/service/bcat/delivery_cache_storage_service.cpp;core/hle/service/bcat/delivery_cache_storage_service.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/ldn/lan_discovery.rs	18	unused import: `super::ldn_results::*`	RUST_HYGIENE	super::ldn_results::*:0	core/hle/service/ldn/lan_discovery.cpp;core/hle/service/ldn/lan_discovery.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/ldn/ldn.rs	15	unused import: `SessionRequestHandlerPtr`	RUST_HYGIENE	SessionRequestHandlerPtr:0	core/hle/service/ldn/ldn.cpp;core/hle/service/ldn/ldn.h;core/hle/service/ldn/ldn_results.h;core/hle/service/ldn/ldn_types.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/mii/mii_database.rs	11	unused import: `RESULT_NOT_FOUND`	RUST_HYGIENE	RESULT_NOT_FOUND:8	core/hle/service/mii/mii_database.cpp;core/hle/service/mii/mii_database.h;core/hle/service/mii/mii_database_manager.cpp;core/hle/service/mii/mii_database_manager.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/mii/types/ver3_store_data.rs	12	unused imports: `CommonColor`, `FontRegion`, `GlassType`, and `HairFlip`	RUST_HYGIENE	CommonColor:0,FontRegion:4,GlassType:7,HairFlip:4	core/hle/service/mii/types/ver3_store_data.cpp;core/hle/service/mii/types/ver3_store_data.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/nvdrv/core/container.rs	16	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/nvdrv/core/container.cpp;core/hle/service/nvdrv/core/container.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/nvdrv/devices/nvdevice.rs	8	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/nvdrv/devices/nvdevice.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/nvdrv/devices/nvhost_ctrl.rs	12	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/nvdrv/devices/nvhost_ctrl.cpp;core/hle/service/nvdrv/devices/nvhost_ctrl.h;core/hle/service/nvdrv/devices/nvhost_ctrl_gpu.cpp;core/hle/service/nvdrv/devices/nvhost_ctrl_gpu.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/nvdrv/nvdrv.rs	24	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/nvdrv/nvdrv.cpp;core/hle/service/nvdrv/nvdrv.h;core/hle/service/nvdrv/nvdrv_interface.cpp;core/hle/service/nvdrv/nvdrv_interface.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/nvdrv/nvdrv_interface.rs	14	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/nvdrv/nvdrv_interface.cpp;core/hle/service/nvdrv/nvdrv_interface.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/nvnflinger/binder.rs	11	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/nvnflinger/binder.h;core/hle/service/nvnflinger/hos_binder_driver.cpp;core/hle/service/nvnflinger/hos_binder_driver.h;core/hle/service/nvnflinger/hos_binder_driver_server.cpp;core/hle/service/nvnflinger/hos_binder_driver_server.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/nvnflinger/buffer_queue_core.rs	32	unused import: `super::status::Status`	RUST_HYGIENE	super::status::Status:0	core/hle/service/nvnflinger/buffer_queue_core.cpp;core/hle/service/nvnflinger/buffer_queue_core.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/nvnflinger/buffer_queue_producer.rs	23	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/nvnflinger/buffer_queue_producer.cpp;core/hle/service/nvnflinger/buffer_queue_producer.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_doc_comments	src/core/src/hle/service/nvnflinger/window.rs	60	unused doc comment	RUST_HYGIENE		core/hle/service/nvnflinger/window.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/os/event.rs	12	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/os/event.cpp;core/hle/service/os/event.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/os/multi_wait_holder.rs	13	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/os/multi_wait_holder.cpp;core/hle/service/os/multi_wait_holder.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/pm/pm.rs	13	unused import: `SessionRequestHandlerPtr`	RUST_HYGIENE	SessionRequestHandlerPtr:0	core/hle/service/pm/pm.cpp;core/hle/service/pm/pm.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/psc/time/static.rs	16	unused import: `super::clocks::steady_clock_core::SteadyClockCoreImpl`	RUST_HYGIENE	super::clocks::steady_clock_core::SteadyClockCoreImpl:0	core/hle/service/psc/time/static.cpp;core/hle/service/psc/time/static.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/psc/time/steady_clock.rs	14	unused import: `RESULT_NOT_IMPLEMENTED`	RUST_HYGIENE	RESULT_NOT_IMPLEMENTED:0	core/hle/service/psc/time/steady_clock.cpp;core/hle/service/psc/time/steady_clock.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/psc/time/tzif.rs	14	unused imports: `CalendarAdditionalInfo` and `CalendarTime`	RUST_HYGIENE	CalendarAdditionalInfo:0,CalendarTime:0		No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/ro/ro.rs	17	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/ro/ro.cpp;core/hle/service/ro/ro.h;core/hle/service/ro/ro_nro_utils.cpp;core/hle/service/ro/ro_nro_utils.h;core/hle/service/ro/ro_results.h;core/hle/service/ro/ro_types.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/set/settings.rs	17	unused import: `super::system_settings_server::ISystemSettingsServer`	RUST_HYGIENE	super::system_settings_server::ISystemSettingsServer:0	core/hle/service/set/factory_settings_server.cpp;core/hle/service/set/factory_settings_server.h;core/hle/service/set/firmware_debug_settings_server.cpp;core/hle/service/set/firmware_debug_settings_server.h;core/hle/service/set/settings.cpp;core/hle/service/set/settings.h;core/hle/service/set/settings_server.cpp;core/hle/service/set/settings_server.h;core/hle/service/set/settings_types.h;core/hle/service/set/system_settings_server.cpp;core/hle/service/set/system_settings_server.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/set/settings_server.rs	13	unused import: `Language`	RUST_HYGIENE	Language:11	core/hle/service/set/factory_settings_server.cpp;core/hle/service/set/factory_settings_server.h;core/hle/service/set/firmware_debug_settings_server.cpp;core/hle/service/set/firmware_debug_settings_server.h;core/hle/service/set/settings_server.cpp;core/hle/service/set/settings_server.h;core/hle/service/set/system_settings_server.cpp;core/hle/service/set/system_settings_server.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_doc_comments	src/core/src/hle/service/sockets/sockets.rs	331	unused doc comment	RUST_HYGIENE		core/hle/service/sockets/sockets.cpp;core/hle/service/sockets/sockets.h;core/hle/service/sockets/sockets_translate.cpp;core/hle/service/sockets/sockets_translate.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/hle/service/vi/manager_display_service.rs	9	unused import: `crate::hle::kernel::k_process::KProcess`	RUST_HYGIENE	crate::hle::kernel::k_process::KProcess:0	core/hle/service/vi/manager_display_service.cpp;core/hle/service/vi/manager_display_service.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/file_sys/card_image.rs	12	unused import: `super::nca_metadata::CNMT`	RUST_HYGIENE	super::nca_metadata::CNMT:0	core/file_sys/card_image.cpp;core/file_sys/card_image.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/file_sys/fs_path_utility.rs	10	unused import: `super::fs_memory_management`	RUST_HYGIENE	super::fs_memory_management:0	core/file_sys/fs_path_utility.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/core/src/file_sys/vfs/vfs.rs	10	unused import: `std::sync::Arc`	RUST_HYGIENE	std::sync::Arc:0	core/file_sys/vfs/vfs.cpp;core/file_sys/vfs/vfs.h;core/file_sys/vfs/vfs_cached.cpp;core/file_sys/vfs/vfs_cached.h;core/file_sys/vfs/vfs_concat.cpp;core/file_sys/vfs/vfs_concat.h;core/file_sys/vfs/vfs_layered.cpp;core/file_sys/vfs/vfs_layered.h;core/file_sys/vfs/vfs_offset.cpp;core/file_sys/vfs/vfs_offset.h;core/file_sys/vfs/vfs_real.cpp;core/file_sys/vfs/vfs_real.h;core/file_sys/vfs/vfs_static.h;core/file_sys/vfs/vfs_types.h;core/file_sys/vfs/vfs_vector.cpp;core/file_sys/vfs/vfs_vector.h	No behavioral Eden counterpart; mechanical Rust cleanup.
